Budget,Platform,AudienceSize,Duration,EstimatedRevenue,Success
4703,TikTok,86159,20,9671.61,1
3297,LinkedIn,36085,25,7029.16,1
4686,TikTok,66499,17,12311.81,1
3653,Facebook,21426,40,8347.02,1
4540,Facebook,49197,12,7386.71,1
1861,Google,8485,23,4301.23,1
320,Instagram,50527,20,1157.73,1
4918,LinkedIn,65600,16,6815.54,0
4723,LinkedIn,99560,24,8782.59,1
2988,TikTok,92005,22,8615.51,1
1764,Google,82439,16,6363.16,1
4086,Facebook,69748,29,7534.14,1
4676,Google,59528,15,7711.77,1
3077,LinkedIn,28799,26,3840.69,0
1971,Instagram,47339,38,4107.56,1
1562,TikTok,17087,17,4338.96,1
444,Facebook,8446,42,1285.34,1
144,Facebook,51460,16,1976.42,1
2168,Facebook,95817,43,4389.46,1
1614,Instagram,59260,40,4008.99,1
2698,LinkedIn,15877,32,7439.97,1
1101,LinkedIn,25723,31,3242.36,1
1133,Google,13943,43,1376.99,0
2140,Google,11306,17,4746.41,1
373,LinkedIn,37784,44,1590.0,1
2747,Facebook,21455,31,7275.62,1
1879,Instagram,91027,35,3196.12,1
4576,LinkedIn,72448,6,12174.22,1
578,Instagram,30974,22,1442.11,1
615,TikTok,28371,30,1990.51,1
4386,Facebook,99746,35,9149.36,1
1291,TikTok,4936,42,2106.01,1
2768,LinkedIn,34166,26,5569.61,1
1511,Google,26727,40,3373.58,1
3380,LinkedIn,64969,23,4221.15,0
371,TikTok,29368,18,1548.67,1
242,Instagram,69531,18,2832.4,1
3432,LinkedIn,40097,33,4359.61,0
887,Google,35984,21,2150.84,1
1781,TikTok,51859,41,3828.09,1
722,LinkedIn,45291,13,2719.5,1
3941,TikTok,66228,5,11622.61,1
3776,TikTok,93099,8,12061.83,1
2672,Facebook,23150,11,4220.2,1
3360,Instagram,23061,15,3857.29,0
4812,Facebook,30178,18,12944.04,1
166,TikTok,57790,23,1162.34,1
4386,Google,66696,44,11703.77,1
4716,Google,16648,7,6050.9,0
1240,Facebook,62779,12,4353.72,1
2414,Google,37672,33,6508.61,1
2632,TikTok,70109,41,9562.79,1
3680,LinkedIn,61521,13,4326.44,0
1287,TikTok,35593,23,2983.59,1
4571,LinkedIn,14786,16,10134.21,1
4848,Google,95036,31,9625.23,1
3439,Instagram,10815,41,3590.32,0
648,Instagram,22966,29,1478.54,1
4187,TikTok,14794,42,7324.72,1
172,TikTok,32423,21,1197.93,1
298,Google,22302,37,980.56,1
3301,Instagram,62064,43,7149.37,1
1881,Instagram,87800,18,5144.21,1
671,TikTok,86140,32,3892.72,1
890,Instagram,28835,22,1373.93,1
1738,TikTok,74356,37,5071.37,1
1931,Facebook,50282,19,6060.53,1
1955,Instagram,53714,15,3010.87,1
1274,LinkedIn,68035,40,5745.41,1
3840,Google,24814,19,10089.27,1
3377,TikTok,25089,34,8895.49,1
278,Instagram,74162,19,3013.02,1
2344,Instagram,56831,27,4859.86,1
4186,TikTok,33746,19,7175.67,1
834,LinkedIn,82673,33,3673.94,1
898,Instagram,52940,15,3473.9,1
887,Facebook,87796,22,5103.46,1
2895,Google,37476,44,5462.43,1
4404,TikTok,27283,35,5580.99,0
4688,Instagram,2769,13,11470.07,1
3184,Google,43278,26,9264.24,1
3018,TikTok,47994,15,8588.79,1
831,TikTok,63898,21,3086.78,1
1229,TikTok,16634,37,2210.05,1
3546,LinkedIn,11965,15,3924.91,0
1705,Facebook,28566,43,5181.3,1
3878,TikTok,53196,12,11670.29,1
2845,LinkedIn,99679,8,5795.76,1
3270,TikTok,49285,40,7984.32,1
4789,TikTok,56499,23,7453.99,1
3033,LinkedIn,20420,28,5137.44,1
1315,Facebook,26236,45,2045.3,1
424,Google,7218,22,831.76,1
1950,Instagram,50892,37,4740.09,1
1590,TikTok,75031,40,5363.54,1
993,Facebook,65057,14,4100.08,1
1490,Instagram,79609,18,5780.7,1
3489,TikTok,77907,11,10977.24,1
4339,Instagram,84130,16,10982.92,1
4579,LinkedIn,12226,26,10112.83,1
2363,Facebook,53271,31,7373.02,1
3532,Facebook,11046,41,3865.85,0
2471,Google,38117,15,4614.3,1
3186,Google,5965,40,3034.87,0
4412,Instagram,60478,17,7676.87,1
1615,LinkedIn,79872,36,5781.31,1
3017,Instagram,58277,12,6498.99,1
2452,TikTok,86379,11,6450.98,1
1267,Facebook,60613,21,3799.59,1
210,Instagram,18373,26,975.04,1
4427,Instagram,46452,38,5516.85,0
3755,Facebook,51089,24,4059.91,0
3893,Facebook,7654,12,7757.29,1
1855,Google,32280,26,2293.99,0
1677,Google,57141,31,5100.95,1
1396,Facebook,88943,38,5091.07,1
3874,Instagram,68894,25,6165.2,1
2320,TikTok,27583,19,2393.7,0
1072,Instagram,95242,9,5342.2,1
1130,TikTok,7360,42,2765.08,1
2693,Facebook,54968,21,7936.26,1
4092,TikTok,4743,12,3913.81,0
4713,Google,8159,23,10175.82,1
1013,Facebook,33151,9,2675.75,1
2281,LinkedIn,1518,27,3331.99,0
3297,TikTok,17652,23,6564.21,1
1562,TikTok,79461,18,5925.07,1
2478,LinkedIn,72011,14,4919.06,1
3554,LinkedIn,43348,35,5455.57,1
3653,Facebook,76422,17,10386.47,1
1407,Instagram,78001,26,5105.41,1
1289,LinkedIn,77757,41,3602.24,1
787,TikTok,25395,43,1879.89,1
4761,LinkedIn,3335,14,11828.49,1
1307,Facebook,71112,35,6696.74,1
1994,Facebook,1500,39,4247.38,1
1911,TikTok,93211,17,5406.3,1
3283,TikTok,9083,34,7200.06,1
3897,TikTok,82256,38,5716.6,0
1744,Instagram,6543,40,2017.47,0
4068,TikTok,69812,39,8930.14,1
2816,Facebook,53237,8,7895.49,1
290,Facebook,97171,8,5384.82,1
1435,LinkedIn,90716,10,3779.67,1
4903,TikTok,7613,32,4746.01,0
3206,Instagram,67863,34,9403.93,1
478,Google,41540,31,2659.34,1
4582,LinkedIn,77202,9,8202.04,1
3929,Instagram,27255,43,8248.94,1
715,TikTok,86666,39,3926.85,1
2430,Instagram,23068,43,6230.43,1
1854,Google,50057,19,4603.81,1
563,Instagram,19946,23,2311.93,1
1066,Google,21547,34,1999.19,1
4367,Google,86237,42,10985.94,1
3258,Google,6769,36,5978.59,1
3724,Instagram,25883,44,5530.66,0
789,TikTok,62340,33,3915.87,1
2722,Facebook,80199,10,9306.24,1
2312,Facebook,36162,30,5107.78,1
482,Instagram,89388,31,1828.07,1
2356,TikTok,86924,39,8379.51,1
3910,Facebook,34434,32,7060.93,1
3603,Google,23102,9,8619.3,1
1512,Instagram,22536,45,4135.41,1
1683,Instagram,78891,20,5685.16,1
471,LinkedIn,68770,45,2657.05,1
710,LinkedIn,51388,22,2903.1,1
215,LinkedIn,51775,17,2013.08,1
546,TikTok,32147,29,1089.76,1
1491,Instagram,51526,14,3784.88,1
3424,LinkedIn,24659,33,4989.76,0
1440,Instagram,83096,14,3734.23,1
4610,Google,24088,10,8666.44,1
3039,LinkedIn,69464,20,9304.85,1
3799,Instagram,60998,29,7636.18,1
1173,TikTok,41382,8,2025.9,1
4913,TikTok,29184,41,9851.52,1
3669,TikTok,21099,38,8561.36,1
3250,LinkedIn,70810,23,7553.42,1
1705,TikTok,91506,37,5467.44,1
4757,Facebook,92280,8,6418.69,0
2394,Google,38739,38,4184.6,1
3762,Instagram,9389,16,6188.89,1
4582,Facebook,18352,35,10217.02,1
4897,LinkedIn,22148,20,7411.22,1
1083,Instagram,32828,6,2735.7,1
451,Instagram,69040,6,3441.31,1
1824,TikTok,57795,40,4093.79,1
2051,Instagram,59620,10,5381.12,1
1379,Instagram,95279,27,3797.84,1
2007,Google,95430,43,5758.4,1
4948,LinkedIn,97531,41,15056.43,1
1124,Facebook,58114,20,2131.02,1
645,TikTok,41711,23,1855.51,1
4274,Google,18748,28,8943.85,1
2481,Facebook,89636,31,8373.78,1
988,Facebook,34691,11,2516.58,1
1205,Google,89517,34,3457.21,1
2649,TikTok,66282,45,6673.37,1
2090,LinkedIn,99244,18,8742.75,1
4098,Google,61360,19,7283.53,1
3875,Google,11246,16,5025.13,0
2912,Google,60395,33,8374.55,1
1020,TikTok,33486,27,3073.79,1
4745,Google,31340,17,10072.28,1
2161,Google,85874,13,4908.22,1
4587,Instagram,51300,28,9810.29,1
3739,Instagram,4086,43,7498.14,1
3265,Instagram,92071,34,7750.03,1
4535,Instagram,15860,5,9704.24,1
2744,Google,18013,14,2955.18,0
4952,Instagram,8407,42,6311.28,0
1145,Facebook,34542,19,3296.44,1
3656,LinkedIn,25935,13,9639.18,1
2781,Instagram,50079,17,7104.28,1
3299,TikTok,35111,27,8096.01,1
1038,LinkedIn,57550,37,3920.37,1
541,Facebook,76697,13,3044.68,1
2650,LinkedIn,90117,7,5265.49,1
4325,LinkedIn,98813,34,10673.02,1
696,Facebook,87936,13,5333.64,1
1605,Instagram,77955,29,4041.56,1
961,Facebook,41565,28,4136.98,1
2740,TikTok,20283,36,4796.23,1
3831,Facebook,67470,11,7873.1,1
1651,Google,87916,40,5965.09,1
3336,Google,80552,29,5887.4,1
1836,LinkedIn,39233,24,3932.18,1
1549,Instagram,23695,21,4187.91,1
364,Instagram,91488,40,4646.09,1
2759,Google,43734,30,7941.05,1
2821,TikTok,82257,23,7387.65,1
1562,Facebook,2505,41,2927.92,1
4352,Facebook,6363,7,8681.06,1
1545,Facebook,49708,32,3605.01,1
2398,TikTok,44614,26,4659.09,1
3025,TikTok,2010,23,5533.72,1
1732,Facebook,20861,20,1713.51,0
2474,Facebook,25125,10,6460.24,1
612,TikTok,10369,41,1029.62,1
315,Facebook,70393,35,1457.15,1
3431,TikTok,27671,38,4718.93,0
2272,LinkedIn,76400,35,5592.23,1
3253,Google,65512,15,5953.03,1
1806,Google,99026,40,6363.55,1
2206,TikTok,76656,10,4372.84,1
1667,Facebook,86759,31,5628.76,1
2308,Google,98686,11,3444.8,0
2431,Instagram,45138,36,4165.03,1
2253,Facebook,54420,12,5070.82,1
1228,TikTok,69089,37,3484.63,1
3610,Instagram,16489,19,5613.88,1
4423,TikTok,60789,31,6368.35,0
3753,Facebook,70925,34,10375.51,1
2465,LinkedIn,50703,26,6510.94,1
4997,LinkedIn,88486,33,14615.58,1
3021,LinkedIn,77625,45,5309.51,1
4667,Facebook,59228,34,6650.71,0
1179,Facebook,4051,6,2420.03,1
3611,Instagram,39090,19,5338.75,0
2841,Facebook,29805,31,5167.05,1
3120,Facebook,95978,11,7872.53,1
328,Instagram,45557,31,2160.34,1
270,Instagram,3555,25,361.96,0
394,TikTok,51241,17,2360.84,1
4384,Google,79303,21,11157.72,1
525,Google,66994,15,2322.84,1
1018,TikTok,17066,14,1894.78,1
3353,LinkedIn,5721,37,6541.93,1
598,Facebook,78982,18,2719.67,1
2909,Instagram,7304,41,5966.58,1
925,Instagram,43967,12,3781.91,1
3879,LinkedIn,79763,37,7119.08,1
1958,Instagram,41462,11,3935.86,1
2218,LinkedIn,72834,38,5476.65,1
245,TikTok,51155,11,1056.58,1
4665,LinkedIn,76842,11,5774.89,0
3677,Google,3589,45,5136.39,0
292,LinkedIn,38078,40,1270.18,1
3988,TikTok,55918,11,12008.65,1
151,LinkedIn,14601,24,702.79,1
2510,TikTok,8711,22,3440.35,0
1920,Google,87900,45,4283.33,1
3064,Facebook,60430,18,5363.82,1
2621,TikTok,64327,44,3789.82,0
1969,Facebook,96146,18,6346.94,1
2668,TikTok,4970,25,5601.95,1
1967,LinkedIn,70535,31,5617.62,1
2838,Facebook,87570,30,9001.61,1
3369,TikTok,37176,31,4944.13,0
3299,TikTok,42730,28,7585.01,1
2679,Facebook,83168,9,7518.35,1
4105,TikTok,14385,42,5211.52,0
340,Facebook,6950,32,546.47,1
3540,Google,74511,36,5176.79,0
4731,Instagram,54009,28,12728.69,1
1507,Google,87850,10,4836.33,1
3602,Facebook,24398,14,3624.18,0
4138,LinkedIn,26277,7,9831.53,1
182,LinkedIn,27761,11,1565.74,1
3868,Instagram,65435,33,6564.93,1
1050,Facebook,64944,38,2922.24,1
710,TikTok,32533,11,1808.7,1
4769,Google,73502,21,5762.65,0
3705,Google,73123,17,6681.01,1
4654,Instagram,23880,25,6529.17,0
3383,Instagram,71627,35,9411.0,1
2273,Instagram,42753,13,2766.86,0
3584,Instagram,97666,17,4786.54,0
1622,Instagram,83597,21,7110.59,1
2701,Instagram,88829,12,6697.32,1
2757,TikTok,2561,13,3110.14,0
2259,TikTok,54205,13,6102.37,1
2549,Google,60810,44,7828.67,1
3930,Google,65482,34,7543.14,1
221,Instagram,70192,11,2701.6,1
4468,Google,88154,21,11199.94,1
1417,Instagram,87066,43,5100.01,1
4593,TikTok,88408,42,11002.68,1
2618,LinkedIn,29330,9,5832.03,1
1330,TikTok,17139,21,4031.29,1
1233,Facebook,33977,44,4062.14,1
1401,TikTok,5983,5,1843.29,0
4134,Facebook,40909,20,11152.64,1
2010,Google,65480,21,4954.46,1
1605,TikTok,50029,34,5592.52,1
3285,LinkedIn,22329,35,7786.94,1
2016,TikTok,37734,39,4827.02,1
3648,TikTok,43837,12,4883.43,0
2857,TikTok,75354,34,8036.6,1
2056,Instagram,77454,43,3824.89,1
278,TikTok,67786,25,2247.77,1
996,TikTok,5758,19,1883.39,1
1651,LinkedIn,68699,38,3860.6,1
591,Facebook,83673,31,3019.75,1
160,Facebook,98639,6,2977.29,1
1177,LinkedIn,22832,14,3543.53,1
2995,Google,2868,9,7150.55,1
4260,TikTok,51665,31,10051.62,1
3783,Google,42862,8,9038.21,1
685,LinkedIn,20728,17,2100.49,1
4060,Google,94565,21,9058.01,1
3870,Facebook,40857,25,6824.86,1
634,Instagram,29183,27,2262.57,1
3562,Google,89321,37,9796.98,1
4111,Instagram,19940,19,9405.38,1
3498,Google,6280,18,6037.54,1
2255,LinkedIn,3164,13,3103.01,0
1104,Instagram,93724,41,4908.89,1
2599,Google,80624,34,5115.26,1
426,LinkedIn,19405,33,1313.15,1
4803,Facebook,3821,27,9737.94,1
2806,TikTok,56090,38,8618.73,1
101,LinkedIn,23516,11,570.21,1
1133,LinkedIn,11473,13,1689.6,0
2581,Facebook,47454,8,5124.69,1
224,Instagram,43530,6,2099.44,1
1204,Google,78714,31,4760.72,1
2799,Instagram,93554,37,7056.52,1
1961,LinkedIn,83633,36,3888.69,1
3020,Google,80632,41,8034.21,1
228,TikTok,70081,31,3418.87,1
537,TikTok,25798,32,1176.44,1
4946,Google,1863,7,8405.55,1
2648,LinkedIn,17148,40,3600.97,0
3229,Facebook,87545,12,8197.0,1
1321,Instagram,55459,45,2877.3,1
1001,Instagram,84345,41,3391.16,1
3268,Facebook,85224,42,6313.98,1
4586,Facebook,67189,26,12350.48,1
4018,TikTok,9129,18,8154.14,1
1167,Facebook,92954,19,3745.94,1
126,Google,24118,8,744.67,1
647,TikTok,1443,22,726.99,0
2768,LinkedIn,28041,5,4159.39,1
666,TikTok,90379,16,3016.51,1
803,TikTok,22053,45,2034.96,1
4380,Instagram,97384,21,5774.62,0
3240,Facebook,38204,23,5145.86,1
1690,Google,43240,40,3718.11,1
4794,Facebook,94749,11,13527.29,1
905,Instagram,62102,13,3314.02,1
3891,Facebook,9291,12,6377.76,1
1457,Google,17285,29,2396.11,1
3325,Facebook,93422,11,6176.77,1
3718,Instagram,62589,12,9810.33,1
2226,Google,14944,28,3783.31,1
2560,Facebook,89876,21,9128.29,1
645,Instagram,96561,16,3761.02,1
2828,Instagram,55391,35,4738.88,1
3834,TikTok,2607,16,6371.2,1
2662,Google,3953,6,6756.96,1
2179,Google,45941,16,3392.46,1
2741,Facebook,72469,31,5675.33,1
3214,TikTok,77922,11,9690.51,1
2026,Google,62683,17,4101.33,1
716,Instagram,71218,40,3586.83,1
3744,Google,12154,5,7757.31,1
1303,TikTok,10047,39,2168.33,1
1859,LinkedIn,89529,34,5625.59,1
2665,Instagram,76874,35,7747.24,1
3274,Google,15323,21,3529.42,0
3181,Instagram,38693,12,5814.91,1
2730,Facebook,59730,7,8249.08,1
3261,Instagram,90170,14,5943.38,1
4421,Google,27292,38,11004.89,1
769,Facebook,46111,26,2769.68,1
3268,Facebook,76453,8,6990.34,1
2221,Facebook,76681,36,7049.21,1
4178,LinkedIn,96253,33,12689.19,1
4251,LinkedIn,40491,15,12251.86,1
819,Facebook,50336,17,1774.45,1
2700,Google,17905,8,4836.92,1
3698,Facebook,31273,6,5850.88,1
4769,Facebook,27234,38,8010.19,1
766,Instagram,79885,26,3124.24,1
383,Instagram,67538,9,3860.54,1
4003,Instagram,33573,13,10309.88,1
3665,TikTok,94339,24,11308.88,1
2334,Instagram,65320,25,6300.69,1
4693,Instagram,12330,21,10748.43,1
1565,Google,93040,16,5972.43,1
229,LinkedIn,81516,32,3320.2,1
4834,LinkedIn,73553,22,13922.54,1
2160,LinkedIn,42353,7,2724.18,0
3772,TikTok,17011,9,3323.63,0
2594,Facebook,84537,18,4587.23,1
1092,Instagram,61985,30,2871.39,1
2221,Google,18044,23,3927.47,1
2684,TikTok,39292,45,7499.5,1
4296,LinkedIn,6250,21,8512.43,1
2323,TikTok,24289,43,5046.06,1
4622,Google,34087,8,7425.15,1
3288,TikTok,76952,39,8168.47,1
3337,LinkedIn,91695,28,8429.32,1
4236,Facebook,37368,45,8806.42,1
4624,LinkedIn,71815,17,13141.28,1
443,LinkedIn,91693,37,2017.84,1
4561,LinkedIn,62040,19,8048.71,1
4804,TikTok,59900,19,13092.09,1
4923,Google,16494,35,6934.68,0
2376,LinkedIn,46166,32,4554.48,1
3301,TikTok,92110,14,11375.89,1
988,Google,26333,11,3106.58,1
2143,Facebook,34050,37,3381.04,1
1441,LinkedIn,98799,11,6824.49,1
3820,Instagram,99075,9,6524.96,1
2983,TikTok,80566,30,4958.89,1
4312,Facebook,89257,20,10201.95,1
2515,Facebook,49070,12,4427.31,1
1217,Facebook,6166,26,2574.72,1
4363,TikTok,8121,38,4075.81,0
3101,Google,15677,44,8020.78,1
1838,Instagram,57561,32,5368.38,1
1464,Google,97777,40,7098.6,1
2808,LinkedIn,82909,11,6790.82,1
4890,Instagram,88409,44,15584.61,1
1024,Google,38664,32,3874.8,1
251,LinkedIn,2293,6,561.81,1
685,Instagram,23443,13,1843.99,1
1012,TikTok,50212,10,3909.82,1
2421,LinkedIn,85131,5,6970.26,1
595,Google,76276,7,3108.63,1
3895,Instagram,13559,14,6142.91,1
2248,LinkedIn,66231,41,7583.14,1
656,LinkedIn,40044,27,1258.31,1
1652,TikTok,22747,37,3026.45,1
2220,LinkedIn,74509,13,4596.28,1
3185,Instagram,81869,17,8460.9,1
3604,Facebook,31129,32,9447.29,1
256,Instagram,1037,11,265.62,0
834,Instagram,98847,30,4398.44,1
4754,TikTok,49503,20,11603.97,1
3376,TikTok,29207,44,4681.86,0
254,LinkedIn,34241,30,2206.67,1
1096,TikTok,1058,43,1851.07,1
2394,LinkedIn,69172,36,5691.11,1
4726,Facebook,97171,40,9259.41,1
3005,Google,15834,5,7468.4,1
4924,TikTok,82113,25,14411.06,1
1277,TikTok,28190,17,4147.45,1
253,Facebook,73832,30,1842.03,1
4287,TikTok,22383,13,4212.27,0
1816,Facebook,25660,41,3593.29,1
3302,LinkedIn,3674,27,7769.37,1
2957,TikTok,23820,5,6975.11,1
886,TikTok,86040,6,4584.81,1
4468,LinkedIn,26666,32,10120.45,1
4372,TikTok,44794,40,6901.12,1
3867,Instagram,3076,35,7153.86,1
2978,Facebook,65854,45,7550.42,1
742,Google,53342,9,2169.44,1
4762,Instagram,38555,41,10769.74,1
765,Google,56208,29,3706.97,1
3526,Instagram,33406,12,5039.91,0
3883,Instagram,62572,38,10634.69,1
3801,Instagram,41262,43,7821.97,1
1169,Facebook,92320,36,3793.26,1
2449,Google,87661,15,6070.81,1
4603,LinkedIn,24216,29,11447.08,1
1312,LinkedIn,69117,7,2842.79,1
1252,TikTok,82136,36,3433.39,1
2611,Facebook,31284,39,6234.6,1
243,Facebook,21171,36,878.65,1
2589,Facebook,91627,38,4598.9,1
3328,Instagram,15333,41,4248.27,0
4682,Facebook,31535,9,9011.96,1
3305,LinkedIn,90023,32,8154.49,1
4343,Facebook,76940,32,7867.37,1
3242,Instagram,34700,12,8019.98,1
3404,Google,84583,31,8466.15,1
1457,Facebook,42516,20,4252.77,1
2813,Google,16577,22,6698.08,1
4285,TikTok,90834,29,8621.74,1
1457,Instagram,16015,5,3377.4,1
4394,Facebook,92104,12,9133.18,1
4733,TikTok,92740,25,9247.18,1
3292,TikTok,98284,38,9460.88,1
400,Google,92803,28,2090.94,1
823,LinkedIn,22236,41,2417.87,1
3110,LinkedIn,99151,30,7548.41,1
167,LinkedIn,67640,18,3373.55,1
3936,LinkedIn,84190,33,8976.33,1
4093,Instagram,46704,34,7458.22,1
2606,Facebook,43369,7,6364.47,1
1637,Facebook,4646,11,3049.05,1
497,Instagram,88007,40,4354.64,1
4815,Google,26906,15,9848.77,1
3457,Facebook,87643,36,9018.98,1
1263,TikTok,48728,16,3518.97,1
4925,Facebook,15878,19,11029.84,1
655,Instagram,10145,42,1377.33,1
3761,Google,89578,28,9395.48,1
1851,Facebook,19226,5,2083.17,0
3041,Instagram,3802,22,2510.04,0
2757,TikTok,25119,11,3306.17,0
2895,LinkedIn,64560,45,8660.46,1
2429,TikTok,58353,6,6259.16,1
2059,TikTok,93721,44,7387.23,1
1701,Google,63126,35,6531.96,1
2893,Facebook,72641,37,3611.79,0
1580,LinkedIn,52712,34,4437.28,1
1202,Instagram,53189,35,3399.83,1
3376,LinkedIn,58784,38,5936.25,1
1399,Facebook,69285,11,2624.7,1
3979,Google,43949,29,9534.19,1
1635,Facebook,35129,20,3628.78,1
177,Instagram,25512,26,1012.12,1
2931,LinkedIn,80031,40,5866.32,1
3510,TikTok,64554,31,5806.99,1
2821,Facebook,3064,21,4787.31,1
3727,Google,96614,8,5701.8,1
1632,Google,52567,39,3533.12,1
337,LinkedIn,31011,45,1644.91,1
2096,TikTok,72152,26,7025.4,1
3527,Instagram,74511,39,8549.44,1
377,TikTok,11960,19,1026.37,1
3189,LinkedIn,94528,44,7717.2,1
623,TikTok,59920,25,2915.29,1
4375,LinkedIn,22387,17,11450.51,1
4318,TikTok,16324,15,10476.5,1
3222,Facebook,64960,31,8269.72,1
4675,Google,72779,35,9039.52,1
1897,LinkedIn,33628,36,5333.69,1
2231,LinkedIn,76096,34,5173.93,1
915,Google,48452,22,3041.71,1
2794,Instagram,42098,20,6360.26,1
542,LinkedIn,71459,39,4203.01,1
3240,Facebook,40235,13,5297.32,1
242,TikTok,87861,43,4323.65,1
4387,Facebook,28949,41,4281.27,0
1510,LinkedIn,23821,14,2613.25,1
4573,Instagram,72612,16,9338.89,1
634,LinkedIn,23032,12,1069.12,1
1816,Instagram,74537,7,7815.48,1
3464,Google,16303,23,5557.43,1
1132,TikTok,82993,15,2421.7,1
3442,Facebook,13303,12,6246.94,1
1510,Instagram,51701,30,3899.61,1
4600,Facebook,51511,27,11008.61,1
1272,Google,81664,14,3764.76,1
988,LinkedIn,19280,22,1644.81,1
3438,Instagram,40427,16,5442.9,1
4617,TikTok,98180,43,8564.5,1
1741,Instagram,7967,30,3278.98,1
571,LinkedIn,7661,15,1055.93,1
3040,LinkedIn,78952,14,7504.68,1
646,TikTok,67046,7,2499.31,1
4826,TikTok,36200,11,11689.44,1
3697,Google,68442,8,8332.72,1
2925,Facebook,62671,44,8977.79,1
3823,Instagram,92070,12,6265.05,1
463,Google,59168,42,1473.14,1
2266,Facebook,49322,17,2813.23,0
3409,Google,82984,16,6158.32,1
645,TikTok,38696,39,2952.61,1
3340,TikTok,71246,42,10384.5,1
4829,LinkedIn,39892,40,6356.19,0
2036,Instagram,16583,6,2669.49,0
1062,Instagram,83720,19,5686.77,1
3105,Instagram,56215,38,6170.01,1
3906,Google,25853,43,6120.76,1
982,Google,7109,30,1143.97,0
3940,Instagram,60757,9,9186.77,1
970,LinkedIn,7659,29,1696.61,1
4711,Facebook,2238,38,5124.13,0
3085,Google,16064,8,6288.59,1
965,Instagram,32115,38,2641.88,1
4409,TikTok,32952,31,9352.64,1
3303,Google,6620,33,8423.56,1
2997,Facebook,45258,9,3567.66,0
2344,Google,5470,22,5650.24,1
118,Facebook,23003,8,504.12,1
741,Facebook,28571,5,1541.55,1
3183,Google,25668,24,7614.95,1
429,Facebook,78259,10,2360.28,1
965,Google,97576,24,3459.09,1
873,Google,33046,24,2349.18,1
4587,LinkedIn,71977,31,6438.02,0
4832,TikTok,78255,30,12254.73,1
2454,Facebook,6397,36,3014.3,0
3438,Google,84481,14,6457.52,1
3618,Facebook,23233,22,7898.15,1
3042,Google,84336,45,10461.27,1
2667,Google,61308,16,7403.96,1
1774,Google,70726,14,6336.44,1
2783,TikTok,64219,28,4770.2,1
3480,Facebook,2130,28,6750.05,1
839,TikTok,15071,42,2131.44,1
1645,TikTok,86517,29,3668.71,1
4664,TikTok,3118,12,4610.65,0
2359,TikTok,1663,18,5100.6,1
1235,LinkedIn,63408,35,3667.32,1
973,Facebook,52786,28,3191.09,1
4655,Facebook,82271,20,13450.24,1
2400,Google,20158,24,6902.34,1
851,Facebook,32087,42,2976.09,1
953,TikTok,89114,19,4433.27,1
3832,Instagram,54121,18,6277.74,1
2383,Facebook,20874,16,3024.17,0
1429,Instagram,84443,38,5524.99,1
577,LinkedIn,41821,12,2793.14,1
2826,Google,61582,23,7561.05,1
3191,Google,23787,9,4642.18,0
4330,Google,65703,31,11598.57,1
4605,LinkedIn,22705,45,4994.4,0
1369,TikTok,70381,17,3960.78,1
4281,Instagram,45653,36,5628.34,0
2703,Facebook,83018,35,7245.77,1
1569,TikTok,92626,45,5823.04,1
477,Google,87217,41,4348.68,1
1780,Google,33252,6,3099.11,1
341,TikTok,74332,11,2074.95,1
1019,Instagram,73799,15,5437.07,1
169,TikTok,63185,15,2385.13,1
4024,LinkedIn,79313,27,11459.1,1
2186,Google,42538,35,7435.55,1
2107,Instagram,21343,12,3345.76,1
900,Facebook,81398,36,2393.34,1
2879,Google,42232,25,8992.4,1
855,TikTok,54106,35,1460.56,1
2095,Instagram,82227,5,6168.68,1
1421,Google,54079,17,4744.72,1
2430,Facebook,26028,15,4925.31,1
209,Facebook,43135,33,1234.05,1
1116,TikTok,32066,8,2756.74,1
3965,LinkedIn,99717,40,11659.35,1
124,TikTok,84470,19,1513.78,1
2938,Instagram,21910,7,4722.47,1
837,TikTok,8141,33,1402.41,1
279,Instagram,46950,25,2582.44,1
331,LinkedIn,56723,6,3446.25,1
2017,TikTok,17225,10,3732.21,1
442,Facebook,88123,35,4705.0,1
4672,Instagram,33959,28,12059.81,1
2723,Instagram,50192,44,3543.71,0
554,Facebook,80711,21,1972.55,1
4484,TikTok,11051,9,10523.57,1
4725,LinkedIn,72428,6,9312.82,1
2376,Google,4449,16,3525.72,0
695,TikTok,42095,9,3398.21,1
3974,TikTok,78929,45,12232.18,1
4630,Instagram,30190,24,7480.57,1
4597,Instagram,98069,12,11641.04,1
2769,LinkedIn,27141,5,5901.6,1
2235,LinkedIn,24908,10,3698.94,1
4064,LinkedIn,33322,15,10725.0,1
1665,Facebook,51710,7,3278.22,1
408,Google,15012,35,750.47,1
442,Google,35889,32,1946.83,1
535,LinkedIn,18412,9,1832.12,1
276,Instagram,97150,30,3333.16,1
238,Google,25657,20,1173.77,1
293,TikTok,6656,35,675.76,1
3357,Facebook,9967,32,4460.59,0
3335,Instagram,85958,11,9056.69,1
1042,Facebook,16764,42,2123.69,1
4720,TikTok,16873,13,7168.06,1
3979,Google,95485,43,4834.66,0
3213,Facebook,52030,39,7175.65,1
3062,Facebook,68807,31,4930.5,1
4936,Facebook,2607,16,10787.71,1
1053,TikTok,20523,29,2022.9,1
1402,Instagram,49447,33,4265.99,1
3481,Instagram,50757,35,6648.69,1
